UserId:ItemId,Prediction
u0000039:i0060196,9.036315632716228
u0000039:i0099077,8.453113416786405
u0000039:i0102926,8.76056401221924
u0000039:i0109830,9.021258881446483
u0000039:i0113277,8.614599088413154
u0000039:i0114924,7.050891872566922
u0000039:i0116695,7.672606862157316
u0000039:i0119217,8.620967700248144
u0000039:i0139462,7.284389816266435
u0000039:i0146984,6.8359357349879275
u0000039:i0230838,7.305901842585513
u0000039:i0240890,7.417715038719383
u0000039:i0281358,7.890509793361722
u0000039:i0376541,7.601067188263706
u0000039:i0380389,7.790342348181483
u0000039:i0405159,8.512709808144649
u0000039:i0473360,4.994888692387953
u0000039:i0484740,6.572003927771805
u0000039:i0780536,8.17934826341957
u0000039:i0907657,7.879988843425222
u0000039:i1023111,7.358231072991212
u0000039:i1126590,7.473719290884185
u0000039:i1294226,7.477373939829418
u0000039:i1306980,7.708821260047715
u0000039:i1375666,8.995855213970344
u0000039:i1392190,6.777777777777778
u0000039:i1403981,7.56467211402411
u0000039:i1498569,7.057419188559554
u0000039:i1595656,5.9323301175142165
u0000039:i1606389,7.2541596984789045
u0000039:i1613750,7.592959195541142
u0000039:i1638002,7.595117190964643
u0000039:i1655441,6.777777777777778
u0000039:i1659337,8.192471244327693
u0000039:i1702439,6.984752872037839
u0000039:i1714915,7.516656919491433
u0000039:i1809398,7.630382921079183
u0000039:i1850397,6.777777777777778
u0000039:i1951265,6.979339778841083
u0000039:i1972779,7.092242703863472
u0000039:i2034031,7.301552083627431
u0000039:i2082197,8.327734127716354
u0000039:i2084970,8.454782929846534
u0000039:i2199571,6.777777777777778
u0000039:i2309260,6.777777777777778
u0000039:i2562232,8.451953084826114
u0000039:i2582802,8.931413220501717
u0000039:i2713180,7.950679459910317
u0000039:i2872718,8.207000682107704
u0000039:i3235888,6.777777777777778
u0000039:i3729920,6.888204356803202
u0000046:i0033467,8.676240828800148
u0000046:i0041959,8.552361505252865
u0000046:i0056663,8.168446027249784
u0000046:i0100234,9.661961113123704
u0000046:i0166924,8.198404664667992
u0000046:i0233841,7.261904761904762
u0000046:i0361862,7.903926403344504
u0000046:i0499335,7.261904761904762
u0000046:i1020072,8.188209190238334
u0000046:i1100089,7.088223696956066
u0000046:i1392190,7.261904761904762
u0000046:i1791528,7.333240958545273
u0000046:i2141941,7.261904761904762
u0000046:i2326554,7.261904761904762
u0000046:i2582802,8.939312251340933
u0000046:i2788710,6.754969017158962
u0000046:i2802154,7.993433140950429
u0000046:i3235888,7.261904761904762
u0000046:i3263614,7.261904761904762
u0000046:i3374966,7.506233218448677
u0000046:i3416744,7.261904761904762
u0000046:i3612616,8.025070044464703
u0000046:i3630276,7.72920131195867
u0000046:i3715320,7.261904761904762
u0000046:i4408178,7.261904761904762
u0000060:i0418279,7.935069014400566
u0000060:i0816692,8.698117331704925
u0000060:i1055369,6.6641362830559
u0000060:i1399103,7.225839578750907
u0000060:i1418377,5.237782864863896
u0000060:i2024469,7.365692141534988
u0000060:i2872732,6.511981060501626
u0000077:i0068646,8.883593809062463
u0000077:i0073195,8.404556180164576
u0000077:i0455407,7.032030063063197
u0000077:i0479997,5.2778190656504504
u0000077:i1229238,7.457058915302461
u0000077:i1385956,8.258038804285881
u0000077:i1499658,7.139462334517584
u0000077:i1600196,7.010357912807183
u0000077:i1661820,6.385245901639344
u0000077:i2084970,8.463977272792624
u0000077:i2096673,6.385245901639344
u0000077:i2245084,8.1578042440942
u0000077:i2267998,8.358246430548359
u0000077:i2310332,7.646083967843555
u0000077:i2395427,6.385245901639344
u0000077:i2515034,6.385245901639344
u0000077:i2609222,7.996976468379574
u0000077:i2692904,7.301045116512609
u0000077:i2802144,6.385245901639344
u0000077:i2911666,7.387842530937693
u0000077:i3045616,6.385245901639344
u0000077:i3416742,7.757331574835643
u0000083:i0073486,8.969543865794
u0000083:i0086250,8.529121255019794
u0000083:i0102926,8.756607393968356
u0000083:i0105695,8.493440412545267
u0000083:i0109830,9.012530565390424
u0000083:i0110413,8.779344678011634
u0000083:i0110912,8.822353862282714
u0000083:i0114369,8.794877683027725
u0000083:i0114814,8.701349394627826
u0000083:i0119174,8.214805526019273
u0000083:i0119488,8.583399469739767
u0000083:i0120586,8.792017341404414
u0000083:i0120735,8.326344037158904
u0000083:i0120815,9.071011924067534
u0000083:i0137523,8.870180774701181
u0000083:i0139654,7.890064422938512
u0000083:i0144084,7.408963101049671
u0000083:i0208092,8.485323294369897
u0000083:i0209144,8.605830730468046
u0000083:i0221027,7.958400231977333
u0000083:i0236493,6.571108604103251
u0000083:i0264464,8.424193829518753
u0000083:i0266987,7.773897935271289
u0000083:i0268978,8.720345506920484
u0000083:i0278504,7.29445702871069
u0000083:i0315733,8.21646053127188
u0000083:i0327056,8.290558335922189
u0000083:i0361748,8.38626317362098
u0000083:i0361862,7.894605645352345
u0000083:i0362227,7.925343855541669
u0000083:i0407887,8.818700213270239
u0000083:i0421715,8.821359932974303
u0000083:i0452623,7.693493386611403
u0000083:i0469494,8.512149270743844
u0000083:i0477348,8.151247507062942
u0000083:i0482571,8.82868883383309
u0000083:i0816692,8.680604685167157
u0000083:i0884732,7.996398926478014
u0000083:i0964517,8.015923785492335
u0000083:i1014763,8.333333333333334
u0000083:i1032755,7.690836329239619
u0000083:i1100089,7.084950119439777
u0000083:i1542344,7.926847267059102
u0000083:i1663662,7.298541677423037
u0000083:i1666801,8.333333333333334
u0000083:i1670345,7.612447948957672
u0000083:i1698641,6.892122194208353
u0000083:i1823672,8.333333333333334
u0000083:i1924396,8.030484467797004
u0000083:i1979320,8.453214367210846
u0000083:i2084970,8.441490635521252
u0000083:i2096672,6.361416597283825
u0000083:i2170439,6.627377722160706
u0000083:i2170593,7.785756999830927
u0000083:i2179136,7.71445507417448
u0000083:i2245084,8.149409219662546
u0000083:i2261331,7.500328798409257
u0000083:i2273657,8.333333333333334
u0000083:i2278388,8.225487228803155
u0000083:i2305051,8.150582607574139
u0000083:i2561572,8.333333333333334
u0000083:i2562232,8.441978918662933
u0000083:i2582802,8.912427272069607
u0000083:i2614684,7.672621536039056
u0000083:i2788710,6.7642363184960494
u0000083:i2802144,8.333333333333334
u0000083:i2872718,8.196120296149639
u0000083:i2883512,7.599511765140193
u0000083:i2980472,8.333333333333334
u0000083:i2980516,8.244990429889878
u0000083:i3007512,7.874992193154629
u0000083:i3045616,8.333333333333334
u0000083:i3079380,8.333333333333334
u0000083:i3316960,7.804292561403085
u0000083:i3442006,6.670264523278494
u0000083:i3541262,7.202238774685697
u0000083:i3592542,8.333333333333334
u0000139:i0414387,8.148936170212767
u0000139:i0783233,8.196078431372547
u0000139:i1655441,7.329492758453232
u0000139:i1661199,7.329492758453232
u0000139:i1702014,8.4375
u0000139:i1731141,6.86341463414634
u0000139:i1772264,7.043478260869565
u0000139:i2084970,8.443181818181818
u0000139:i2096673,7.329492758453232
u0000139:i2322441,7.329492758453232
u0000139:i2395427,7.329492758453232
u0000139:i2717860,6.580645161290323
u0000139:i2802144,7.329492758453232
u0000139:i2908446,7.329492758453232
u0000139:i2980516,8.245098039215693
u0000139:i3079380,7.329492758453232
u0000139:i3316960,7.809523809523809
u0000148:i0369610,8.0
u0000148:i0458481,6.783766862356018
u0000148:i0478970,8.0
u0000148:i1029360,8.0
u0000148:i1121096,5.1086552159149425
u0000148:i1340138,8.0
u0000148:i1392190,8.0
u0000148:i1617661,8.0
u0000148:i1655441,8.0
u0000148:i1850397,8.0
u0000148:i2088003,8.0
u0000148:i2106361,6.3611031978167425
u0000148:i2179136,7.71564044570906
u0000148:i2180411,6.5314282237156895
u0000148:i2381249,8.0
u0000148:i2395427,8.0
u0000148:i2436386,8.0
u0000148:i2467046,3.290354148323476
u0000148:i2493486,8.0
u0000148:i2582802,8.920006337502272
u0000148:i2802144,8.0
u0000148:i2820852,8.0
u0000148:i2918436,8.0
u0000148:i3625152,8.0
u0000148:i3672840,8.0
u0000151:i0110357,9.004933683875187
u0000151:i0247586,8.006372717371391
u0000151:i0441773,7.941869585577148
u0000151:i0458481,6.784926752131238
u0000151:i0470752,7.133333333333334
u0000151:i0816692,8.691847327013337
u0000151:i1020072,8.196199326284066
u0000151:i1065073,8.424799265485232
u0000151:i1100089,7.0870427554249575
u0000151:i1605717,7.0285831459220836
u0000151:i1823672,7.133333333333334
u0000151:i1971325,5.790906285425565
u0000151:i1972571,4.723666086621371
u0000151:i2084970,8.453432857676624
u0000151:i2245084,8.152264967254126
u0000151:i2262227,7.443761150921919
u0000151:i2381941,7.133333333333334
u0000151:i2397535,7.541937896252427
u0000151:i2436386,7.133333333333334
u0000151:i2548208,7.133333333333334
u0000151:i2562232,8.450089160753517
u0000151:i2582802,8.930894893593615
u0000151:i2582846,8.262625373104473
u0000151:i2737050,7.488313637474157
u0000151:i2788710,6.756434129383288
u0000151:i2820852,7.133333333333334
u0000151:i2870612,6.4687142156396975
u0000151:i2872718,8.207125071748226
u0000151:i2980516,8.254332808766785
u0000151:i2980592,6.389827887650192
u0000151:i3169706,8.489523079992571
u0000160:i0365907,6.566587784849738
